ticket_id,created_date,category,priority,status,support_team,ticket_text,customer_impact,resolution_minutes
TKT200567,2026-04-02 06:00:00,Application,High,New,SRE,Password reset completed but login still fails,Low,506
TKT200568,2026-04-03 00:00:00,Network,High,Closed,DBA,Password reset completed but login still fails,Medium,581
TKT200569,2026-04-03 18:00:00,Data,Low,Closed,DBA,Data refresh has not completed,Medium,110
TKT200570,2026-04-04 12:00:00,Data,High,New,SRE,Password reset completed but login still fails,Critical,636
TKT200571,2026-04-05 06:00:00,Performance,Critical,In Progress,DBA,Data refresh has not completed,Critical,171
TKT200572,2026-04-06 00:00:00,Authentication,Medium,Resolved,SRE,Application is responding slowly,Medium,149
TKT200573,2026-04-06 18:00:00,Database,Low,In Progress,Network,Network connectivity is intermittent,High,404
TKT200574,2026-04-07 12:00:00,Access,Medium,Assigned,DBA,Data refresh has not completed,Critical,392
TKT200575,2026-04-08 06:00:00,Access,High,Closed,Security,Unable to connect to corporate VPN,Critical,915
TKT200576,2026-04-09 00:00:00,Database,Low,Assigned,Security,Application is responding slowly,High,72
TKT200577,2026-04-09 18:00:00,Authentication,Medium,Assigned,Security,User cannot access required application,High,352
TKT200578,2026-04-10 12:00:00,Authentication,Low,Assigned,Platform,Network connectivity is intermittent,Critical,735
TKT200579,2026-04-11 06:00:00,Access,Medium,Closed,Application Support,Password reset completed but login still fails,Low,253
TKT200580,2026-04-12 00:00:00,Network,Medium,In Progress,Network,Password reset completed but login still fails,Medium,981
TKT200581,2026-04-12 18:00:00,Network,Medium,Resolved,Network,Application is responding slowly,High,744
TKT200582,2026-04-13 12:00:00,Performance,Medium,Closed,Security,Password reset completed but login still fails,Low,946
TKT200583,2026-04-14 06:00:00,VPN,Medium,Closed,Platform,Application is responding slowly,High,949
TKT200584,2026-04-15 00:00:00,Performance,Medium,Closed,SRE,Password reset completed but login still fails,Critical,113
TKT200585,2026-04-15 18:00:00,Database,Low,Closed,Security,Network connectivity is intermittent,Low,461
TKT200586,2026-04-16 12:00:00,Data,Medium,Closed,DBA,Network connectivity is intermittent,Critical,745
TKT200587,2026-04-17 06:00:00,Data,High,Closed,DBA,Password reset completed but login still fails,Medium,13
TKT200588,2026-04-18 00:00:00,Application,Medium,Resolved,SRE,User cannot access required application,Critical,454
TKT200589,2026-04-18 18:00:00,Database,Medium,New,DBA,Customer portal showing an error,High,689
TKT200590,2026-04-19 12:00:00,Authentication,Medium,New,Platform,Customer portal showing an error,Low,793
TKT200591,2026-04-20 06:00:00,Authentication,Medium,Resolved,DBA,Data refresh has not completed,High,417
TKT200592,2026-04-21 00:00:00,Data,Medium,Assigned,DBA,Customer portal showing an error,Low,863
TKT200593,2026-04-21 18:00:00,Authentication,Critical,Closed,Security,Customer portal showing an error,Low,675
TKT200594,2026-04-22 12:00:00,Network,Medium,Closed,Application Support,Unable to connect to corporate VPN,Critical,50
TKT200595,2026-04-23 06:00:00,Network,Medium,Resolved,Platform,Unable to connect to corporate VPN,Critical,281
TKT200596,2026-04-24 00:00:00,Access,Low,Resolved,SRE,User cannot access required application,Low,938
TKT200597,2026-04-24 18:00:00,Performance,Medium,Assigned,DBA,Data refresh has not completed,Medium,7
TKT200598,2026-04-25 12:00:00,Application,Medium,In Progress,Application Support,Database query timing out,Low,112
TKT200599,2026-04-26 06:00:00,Performance,Medium,Closed,SRE,Customer portal showing an error,Medium,347
TKT200600,2026-04-27 00:00:00,Application,Medium,Closed,Network,Password reset completed but login still fails,Critical,993
TKT200601,2026-04-27 18:00:00,Network,Critical,Assigned,Network,Database query timing out,Low,706
TKT200602,2026-04-28 12:00:00,Authentication,Low,Closed,Platform,Network connectivity is intermittent,High,151
TKT200603,2026-04-29 06:00:00,Authentication,Low,In Progress,DBA,Customer portal showing an error,Critical,396
TKT200604,2026-04-30 00:00:00,Network,Medium,Closed,Platform,Unable to connect to corporate VPN,Critical,939
TKT200605,2026-04-30 18:00:00,VPN,Medium,In Progress,Network,Data refresh has not completed,Medium,223
TKT200606,2026-05-01 12:00:00,Database,Critical,Resolved,Application Support,Data refresh has not completed,High,577
TKT200607,2026-05-02 06:00:00,Network,Medium,New,Network,Database query timing out,Medium,466
TKT200608,2026-05-03 00:00:00,Network,Medium,Assigned,SRE,Application is responding slowly,Low,761
TKT200609,2026-05-03 18:00:00,Performance,Medium,Resolved,Application Support,User cannot access required application,Low,753
TKT200610,2026-05-04 12:00:00,Data,Critical,Closed,Platform,Network connectivity is intermittent,High,834
TKT200611,2026-05-05 06:00:00,Access,Medium,New,Security,Database query timing out,High,123
TKT200612,2026-05-06 00:00:00,VPN,High,New,Security,Unable to connect to corporate VPN,High,456
TKT200613,2026-05-06 18:00:00,Network,Medium,Resolved,DBA,Unable to connect to corporate VPN,Critical,693
TKT200614,2026-05-07 12:00:00,Access,Medium,In Progress,SRE,Network connectivity is intermittent,High,421
TKT200615,2026-05-08 06:00:00,Application,High,Closed,Application Support,Network connectivity is intermittent,Medium,669
TKT200616,2026-05-09 00:00:00,Network,Medium,New,Security,Network connectivity is intermittent,Medium,637
TKT200617,2026-05-09 18:00:00,Network,Low,Assigned,Network,Password reset completed but login still fails,Critical,373
TKT200618,2026-05-10 12:00:00,Network,Medium,New,Application Support,Password reset completed but login still fails,Critical,104
TKT200619,2026-05-11 06:00:00,Application,Critical,Resolved,Security,Database query timing out,Low,970
TKT200620,2026-05-12 00:00:00,Authentication,Medium,Closed,Security,Password reset completed but login still fails,Critical,826
TKT200621,2026-05-12 18:00:00,Application,Medium,New,Platform,Database query timing out,Low,895
TKT200622,2026-05-13 12:00:00,Authentication,Medium,Assigned,DBA,User cannot access required application,Critical,303
TKT200623,2026-05-14 06:00:00,Access,Medium,Closed,Platform,Application is responding slowly,High,319
TKT200624,2026-05-15 00:00:00,Performance,Critical,New,SRE,Unable to connect to corporate VPN,High,326
TKT200625,2026-05-15 18:00:00,Application,Medium,Closed,Network,Database query timing out,High,35
TKT200626,2026-05-16 12:00:00,Network,Medium,Closed,SRE,Customer portal showing an error,High,173
TKT200627,2026-05-17 06:00:00,Data,Medium,New,SRE,User cannot access required application,Medium,311
TKT200628,2026-05-18 00:00:00,Access,Critical,New,Security,Application is responding slowly,Critical,987
TKT200629,2026-05-18 18:00:00,Network,Medium,Resolved,DBA,Application is responding slowly,High,208
TKT200630,2026-05-19 12:00:00,VPN,Medium,New,Network,User cannot access required application,High,510
TKT200631,2026-05-20 06:00:00,VPN,High,In Progress,Platform,Password reset completed but login still fails,Medium,549
TKT200632,2026-05-21 00:00:00,Authentication,Medium,New,Security,Network connectivity is intermittent,Low,363
TKT200633,2026-05-21 18:00:00,Authentication,Critical,In Progress,DBA,Network connectivity is intermittent,High,919
TKT200634,2026-05-22 12:00:00,Access,High,Assigned,DBA,Unable to connect to corporate VPN,Medium,97
TKT200635,2026-05-23 06:00:00,Application,Medium,Resolved,Platform,Data refresh has not completed,High,870
TKT200636,2026-05-24 00:00:00,Data,High,Closed,SRE,Unable to connect to corporate VPN,Medium,745
TKT200637,2026-05-24 18:00:00,Application,Medium,In Progress,SRE,Database query timing out,Critical,309
TKT200638,2026-05-25 12:00:00,Data,Critical,Resolved,SRE,Customer portal showing an error,High,768
TKT200639,2026-05-26 06:00:00,Application,Medium,Resolved,Application Support,Application is responding slowly,Medium,431
TKT200640,2026-05-27 00:00:00,Database,Medium,Closed,Network,Password reset completed but login still fails,High,970
TKT200641,2026-05-27 18:00:00,Access,Medium,Assigned,DBA,Unable to connect to corporate VPN,High,41
TKT200642,2026-05-28 12:00:00,Network,Medium,Assigned,Application Support,Customer portal showing an error,High,34
TKT200643,2026-05-29 06:00:00,Database,Medium,Assigned,Application Support,Unable to connect to corporate VPN,High,546
TKT200644,2026-05-30 00:00:00,Network,Medium,Resolved,Platform,Database query timing out,Critical,931
TKT200645,2026-05-30 18:00:00,Access,High,Closed,Network,Database query timing out,Medium,68
TKT200646,2026-05-31 12:00:00,Network,Medium,Assigned,Network,Data refresh has not completed,Medium,779
TKT200647,2026-06-01 06:00:00,Access,High,New,SRE,Data refresh has not completed,Medium,938
TKT200648,2026-06-02 00:00:00,Data,Medium,Resolved,Security,Network connectivity is intermittent,High,488
TKT200649,2026-06-02 18:00:00,Network,High,In Progress,DBA,Customer portal showing an error,Critical,867
TKT200650,2026-06-03 12:00:00,Database,Low,Assigned,Network,User cannot access required application,High,758
TKT200651,2026-06-04 06:00:00,Network,Medium,New,DBA,Application is responding slowly,Low,218
TKT200652,2026-06-05 00:00:00,Performance,Medium,Closed,Security,Password reset completed but login still fails,Critical,854
TKT200653,2026-06-05 18:00:00,Authentication,Medium,Closed,SRE,Data refresh has not completed,Critical,700
TKT200654,2026-06-06 12:00:00,Data,High,Resolved,DBA,Database query timing out,Medium,17
TKT200655,2026-06-07 06:00:00,Network,High,In Progress,Application Support,Database query timing out,Low,570
TKT200656,2026-06-08 00:00:00,Performance,Low,Assigned,Security,Password reset completed but login still fails,Medium,656
TKT200657,2026-06-08 18:00:00,Performance,Medium,In Progress,DBA,Application is responding slowly,Critical,802
TKT200658,2026-06-09 12:00:00,Performance,High,New,SRE,Customer portal showing an error,High,772
TKT200659,2026-06-10 06:00:00,Data,Medium,Assigned,Security,Database query timing out,Low,478
TKT200660,2026-06-11 00:00:00,Authentication,Medium,In Progress,Security,User cannot access required application,Low,302
TKT200661,2026-06-11 18:00:00,Application,Critical,In Progress,Network,Password reset completed but login still fails,Critical,195
TKT200662,2026-06-12 12:00:00,VPN,Medium,New,DBA,Unable to connect to corporate VPN,Medium,93
TKT200663,2026-06-13 06:00:00,Database,High,Closed,DBA,Data refresh has not completed,High,641
TKT200664,2026-06-14 00:00:00,VPN,High,Assigned,SRE,Database query timing out,Medium,959
TKT200665,2026-06-14 18:00:00,Access,Medium,In Progress,Platform,Application is responding slowly,Low,84
TKT200666,2026-06-15 12:00:00,Application,High,In Progress,Security,Application is responding slowly,Medium,704
TKT200667,2026-06-16 06:00:00,Access,Low,In Progress,Application Support,Customer portal showing an error,High,586
TKT200668,2026-06-17 00:00:00,Authentication,Medium,Closed,Platform,User cannot access required application,Medium,176
TKT200669,2026-06-17 18:00:00,Database,Low,Resolved,Network,Database query timing out,High,216
TKT200670,2026-06-18 12:00:00,Access,Medium,Closed,Application Support,Data refresh has not completed,Medium,288
TKT200671,2026-06-19 06:00:00,Performance,Low,Assigned,SRE,Data refresh has not completed,Medium,686
TKT200672,2026-06-20 00:00:00,Data,Medium,Assigned,Platform,Password reset completed but login still fails,Medium,302
TKT200673,2026-06-20 18:00:00,VPN,Medium,In Progress,SRE,Customer portal showing an error,Medium,828
TKT200674,2026-06-21 12:00:00,Network,Medium,In Progress,Platform,Data refresh has not completed,Medium,372
TKT200675,2026-06-22 06:00:00,VPN,Low,Assigned,DBA,Database query timing out,High,113
TKT200676,2026-06-23 00:00:00,Performance,High,In Progress,Network,Unable to connect to corporate VPN,Medium,99
TKT200677,2026-06-23 18:00:00,VPN,Medium,New,Application Support,Password reset completed but login still fails,High,403
TKT200678,2026-06-24 12:00:00,Performance,Medium,In Progress,Application Support,Customer portal showing an error,Medium,410
TKT200679,2026-06-25 06:00:00,Authentication,Medium,Resolved,Application Support,Data refresh has not completed,Medium,734
TKT200680,2026-06-26 00:00:00,VPN,Low,In Progress,Security,Password reset completed but login still fails,Critical,481
TKT200681,2026-06-26 18:00:00,Data,Medium,Closed,Security,User cannot access required application,Critical,167
TKT200682,2026-06-27 12:00:00,Network,High,Closed,DBA,Database query timing out,Medium,217
TKT200683,2026-06-28 06:00:00,Network,Medium,Closed,Application Support,Application is responding slowly,Medium,568
TKT200684,2026-06-29 00:00:00,Access,Medium,New,SRE,Customer portal showing an error,High,337
TKT200685,2026-06-29 18:00:00,Database,Critical,Closed,Security,Data refresh has not completed,Low,673
TKT200686,2026-06-30 12:00:00,Access,Critical,Assigned,SRE,Password reset completed but login still fails,Medium,923
TKT200687,2026-07-01 06:00:00,Network,High,In Progress,Network,Unable to connect to corporate VPN,High,358
TKT200688,2026-07-02 00:00:00,Database,Medium,In Progress,Platform,Application is responding slowly,High,554
TKT200689,2026-07-02 18:00:00,Network,Low,Assigned,DBA,Application is responding slowly,Low,832
TKT200690,2026-07-03 12:00:00,VPN,Medium,Closed,Security,Customer portal showing an error,Low,214
TKT200691,2026-07-04 06:00:00,Database,High,Resolved,SRE,User cannot access required application,Medium,513
TKT200692,2026-07-05 00:00:00,Application,Medium,Closed,DBA,Unable to connect to corporate VPN,Low,308
TKT200693,2026-07-05 18:00:00,Authentication,Low,Closed,Platform,Application is responding slowly,High,628
TKT200694,2026-07-06 12:00:00,VPN,Medium,In Progress,SRE,Customer portal showing an error,Critical,744
TKT200695,2026-07-07 06:00:00,Access,High,Resolved,Network,Database query timing out,Medium,145
TKT200696,2026-07-08 00:00:00,Network,High,In Progress,DBA,User cannot access required application,Medium,191
TKT200697,2026-07-08 18:00:00,Authentication,Low,In Progress,Platform,Application is responding slowly,Low,28
TKT200698,2026-07-09 12:00:00,Access,Low,Resolved,Network,Application is responding slowly,Low,16
TKT200699,2026-07-10 06:00:00,Performance,Critical,Resolved,Application Support,Password reset completed but login still fails,High,55
TKT200700,2026-07-11 00:00:00,VPN,Low,Closed,Network,Unable to connect to corporate VPN,Medium,708
TKT200701,2026-07-11 18:00:00,Authentication,High,Resolved,Application Support,Unable to connect to corporate VPN,High,904
TKT200702,2026-07-12 12:00:00,Database,Critical,Resolved,Application Support,User cannot access required application,High,412
TKT200703,2026-07-13 06:00:00,Access,Medium,Closed,Network,Password reset completed but login still fails,Critical,883
TKT200704,2026-07-14 00:00:00,VPN,Medium,New,DBA,User cannot access required application,Low,731
TKT200705,2026-07-14 18:00:00,Performance,Medium,Resolved,Security,Data refresh has not completed,High,808
TKT200706,2026-07-15 12:00:00,Database,Low,Assigned,Network,Customer portal showing an error,Critical,741
TKT200707,2026-07-16 06:00:00,Authentication,Low,In Progress,Network,User cannot access required application,Medium,203
TKT200708,2026-07-17 00:00:00,Performance,Critical,Resolved,Platform,Unable to connect to corporate VPN,Low,525
TKT200709,2026-07-17 18:00:00,VPN,Medium,Assigned,SRE,Database query timing out,Medium,527
TKT200710,2026-07-18 12:00:00,Authentication,Medium,Closed,SRE,Data refresh has not completed,Critical,643
TKT200711,2026-07-19 06:00:00,Data,Medium,In Progress,Network,Database query timing out,Critical,797
TKT200712,2026-07-20 00:00:00,Application,Low,Assigned,Security,Network connectivity is intermittent,Medium,117
TKT200713,2026-07-20 18:00:00,Network,Medium,Assigned,Platform,Customer portal showing an error,Low,676
TKT200714,2026-07-21 12:00:00,Access,High,In Progress,Platform,Application is responding slowly,Medium,833
TKT200715,2026-07-22 06:00:00,Access,High,Closed,Platform,Password reset completed but login still fails,Low,119
TKT200716,2026-07-23 00:00:00,Application,Low,New,DBA,Unable to connect to corporate VPN,High,417
TKT200717,2026-07-23 18:00:00,VPN,Low,In Progress,Platform,Application is responding slowly,Critical,896
TKT200718,2026-07-24 12:00:00,Application,High,Closed,Platform,Application is responding slowly,Low,29
TKT200719,2026-07-25 06:00:00,Database,High,In Progress,SRE,Customer portal showing an error,High,164
TKT200720,2026-07-26 00:00:00,Performance,Medium,In Progress,Platform,User cannot access required application,Critical,804
TKT200721,2026-07-26 18:00:00,Application,Critical,Assigned,Platform,Database query timing out,High,175
TKT200722,2026-07-27 12:00:00,VPN,Critical,New,Security,Customer portal showing an error,Critical,703
TKT200723,2026-07-28 06:00:00,Data,Low,Resolved,Application Support,Network connectivity is intermittent,Low,901
TKT200724,2026-07-29 00:00:00,Database,Low,Closed,Network,Customer portal showing an error,High,501
TKT200725,2026-07-29 18:00:00,Database,Low,In Progress,SRE,Data refresh has not completed,Low,487
TKT200726,2026-07-30 12:00:00,Data,Medium,In Progress,SRE,Application is responding slowly,Critical,431
TKT200727,2026-07-31 06:00:00,Performance,Medium,New,Platform,Network connectivity is intermittent,Medium,376
TKT200728,2026-08-01 00:00:00,Performance,Low,Closed,Network,Database query timing out,Low,383
TKT200729,2026-08-01 18:00:00,Access,High,Closed,DBA,Password reset completed but login still fails,High,555
TKT200730,2026-08-02 12:00:00,Data,High,Closed,Platform,Password reset completed but login still fails,High,896
TKT200731,2026-08-03 06:00:00,VPN,Low,Assigned,Network,Unable to connect to corporate VPN,Medium,981
TKT200732,2026-08-04 00:00:00,Application,Medium,Resolved,Platform,Data refresh has not completed,Medium,866
TKT200733,2026-08-04 18:00:00,Database,Low,In Progress,DBA,Password reset completed but login still fails,Low,124
TKT200734,2026-08-05 12:00:00,Network,High,Assigned,Security,Network connectivity is intermittent,Critical,310
TKT200735,2026-08-06 06:00:00,Authentication,Low,Assigned,SRE,Network connectivity is intermittent,Low,758
TKT200736,2026-08-07 00:00:00,Authentication,Medium,Assigned,Network,Database query timing out,Critical,547
TKT200737,2026-08-07 18:00:00,Network,Medium,In Progress,DBA,Data refresh has not completed,High,337
TKT200738,2026-08-08 12:00:00,Data,Low,New,Security,Data refresh has not completed,High,314
TKT200739,2026-08-09 06:00:00,Access,Medium,Resolved,DBA,Data refresh has not completed,High,121
TKT200740,2026-08-10 00:00:00,Database,Medium,In Progress,DBA,Database query timing out,Critical,335
TKT200741,2026-08-10 18:00:00,Network,Medium,Closed,Security,Application is responding slowly,Low,424
TKT200742,2026-08-11 12:00:00,Application,Medium,Assigned,Network,Unable to connect to corporate VPN,Critical,418
TKT200743,2026-08-12 06:00:00,Authentication,Low,New,DBA,Network connectivity is intermittent,Low,551
TKT200744,2026-08-13 00:00:00,Application,Medium,Assigned,Platform,Network connectivity is intermittent,Critical,276
TKT200745,2026-08-13 18:00:00,Access,Critical,Closed,Network,User cannot access required application,Medium,209
TKT200746,2026-08-14 12:00:00,Authentication,High,Assigned,SRE,Unable to connect to corporate VPN,Critical,888
TKT200747,2026-08-15 06:00:00,Application,Low,Resolved,Network,Network connectivity is intermittent,Low,408
TKT200748,2026-08-16 00:00:00,Access,Low,Closed,SRE,Application is responding slowly,Medium,258
TKT200749,2026-08-16 18:00:00,Application,Low,Assigned,Platform,User cannot access required application,High,637
TKT200750,2026-08-17 12:00:00,Database,Critical,Resolved,Network,Customer portal showing an error,Critical,544
TKT200751,2026-08-18 06:00:00,Application,Medium,Assigned,DBA,Password reset completed but login still fails,Low,578
TKT200752,2026-08-19 00:00:00,Performance,Medium,Assigned,Application Support,Unable to connect to corporate VPN,Low,225
TKT200753,2026-08-19 18:00:00,Authentication,Medium,Assigned,SRE,Unable to connect to corporate VPN,High,724
TKT200754,2026-08-20 12:00:00,Application,High,Resolved,Application Support,Data refresh has not completed,Low,196
TKT200755,2026-08-21 06:00:00,Access,Medium,Closed,Platform,Data refresh has not completed,Critical,837
TKT200756,2026-08-22 00:00:00,Database,High,Assigned,Security,Database query timing out,Low,426
TKT200757,2026-08-22 18:00:00,Network,Medium,Assigned,Security,Database query timing out,Critical,412
TKT200758,2026-08-23 12:00:00,Data,High,Closed,Application Support,Database query timing out,High,391
TKT200759,2026-08-24 06:00:00,Database,Critical,In Progress,SRE,Application is responding slowly,Critical,425
TKT200760,2026-08-25 00:00:00,Application,High,In Progress,Application Support,User cannot access required application,Low,666
TKT200761,2026-08-25 18:00:00,Authentication,Low,Resolved,SRE,Application is responding slowly,Medium,499
TKT200762,2026-08-26 12:00:00,Data,Medium,New,Application Support,User cannot access required application,Medium,131
TKT200763,2026-08-27 06:00:00,Application,Low,Closed,DBA,Database query timing out,Low,568
TKT200764,2026-08-28 00:00:00,Performance,Medium,Assigned,Network,Customer portal showing an error,Low,270
TKT200765,2026-08-28 18:00:00,Application,Medium,Resolved,Network,Data refresh has not completed,Medium,112
TKT200766,2026-08-29 12:00:00,Database,Medium,In Progress,SRE,Password reset completed but login still fails,High,840
TKT200767,2026-08-30 06:00:00,Database,Medium,Resolved,Security,Unable to connect to corporate VPN,High,316
TKT200768,2026-08-31 00:00:00,Access,Medium,Resolved,Security,User cannot access required application,Low,597
TKT200769,2026-08-31 18:00:00,Performance,Medium,New,Application Support,Unable to connect to corporate VPN,Low,176
TKT200770,2026-09-01 12:00:00,Authentication,Low,New,Security,Password reset completed but login still fails,High,342
TKT200771,2026-09-02 06:00:00,Performance,Low,Closed,Application Support,Network connectivity is intermittent,Medium,388
TKT200772,2026-09-03 00:00:00,Performance,High,In Progress,Application Support,Database query timing out,Critical,138
TKT200773,2026-09-03 18:00:00,VPN,Medium,Assigned,Network,User cannot access required application,Medium,973
TKT200774,2026-09-04 12:00:00,VPN,High,New,Security,Network connectivity is intermittent,Medium,315
TKT200775,2026-09-05 06:00:00,Access,Critical,New,Platform,Password reset completed but login still fails,Low,584
TKT200776,2026-09-06 00:00:00,Performance,Medium,Closed,Security,Database query timing out,Medium,567
TKT200777,2026-09-06 18:00:00,Network,Medium,Closed,DBA,Unable to connect to corporate VPN,High,432
TKT200778,2026-09-07 12:00:00,Access,Medium,Assigned,Network,Database query timing out,Medium,587
TKT200779,2026-09-08 06:00:00,Data,High,Assigned,DBA,Password reset completed but login still fails,High,568
TKT200780,2026-09-09 00:00:00,Database,Low,In Progress,Platform,Data refresh has not completed,Low,84
TKT200781,2026-09-09 18:00:00,Authentication,Low,New,DBA,Application is responding slowly,High,670
TKT200782,2026-09-10 12:00:00,Data,Medium,In Progress,Network,Password reset completed but login still fails,Medium,118
TKT200783,2026-09-11 06:00:00,Database,Low,Resolved,Platform,Unable to connect to corporate VPN,Critical,437
TKT200784,2026-09-12 00:00:00,Network,High,Closed,Application Support,Password reset completed but login still fails,Medium,367
TKT200785,2026-09-12 18:00:00,Network,Medium,Assigned,SRE,Password reset completed but login still fails,Low,450
TKT200786,2026-09-13 12:00:00,Application,Low,New,Security,Password reset completed but login still fails,High,76
TKT200787,2026-09-14 06:00:00,Database,Low,New,Platform,Customer portal showing an error,Low,702
TKT200788,2026-09-15 00:00:00,Access,Low,Assigned,Platform,Data refresh has not completed,Critical,421
TKT200789,2026-09-15 18:00:00,Access,Medium,Resolved,SRE,Network connectivity is intermittent,Medium,65
TKT200790,2026-09-16 12:00:00,Authentication,Low,New,SRE,Data refresh has not completed,Critical,8
TKT200791,2026-09-17 06:00:00,Network,Medium,Resolved,SRE,Data refresh has not completed,High,542
TKT200792,2026-09-18 00:00:00,VPN,High,In Progress,Security,Database query timing out,Medium,667
TKT200793,2026-09-18 18:00:00,Authentication,High,Resolved,Application Support,Database query timing out,High,549
TKT200794,2026-09-19 12:00:00,Data,Medium,In Progress,DBA,Customer portal showing an error,Low,721
TKT200795,2026-09-20 06:00:00,Application,Medium,New,SRE,Application is responding slowly,Low,757
TKT200796,2026-09-21 00:00:00,Application,Medium,New,Application Support,User cannot access required application,Critical,872
TKT200797,2026-09-21 18:00:00,Data,Low,In Progress,DBA,Data refresh has not completed,Critical,982
TKT200798,2026-09-22 12:00:00,Access,Medium,In Progress,DBA,Password reset completed but login still fails,Critical,885
TKT200799,2026-09-23 06:00:00,Performance,Medium,Closed,Application Support,Network connectivity is intermittent,Medium,796
TKT200800,2026-09-24 00:00:00,Access,Medium,Closed,Network,Data refresh has not completed,Medium,433
TKT200801,2026-09-24 18:00:00,Network,Medium,New,Network,User cannot access required application,Medium,506
TKT200802,2026-09-25 12:00:00,Access,Medium,Assigned,Security,Application is responding slowly,High,617
TKT200803,2026-09-26 06:00:00,Database,Medium,Assigned,DBA,Application is responding slowly,High,173
TKT200804,2026-09-27 00:00:00,Data,Medium,New,Security,Password reset completed but login still fails,Critical,679
TKT200805,2026-09-27 18:00:00,Authentication,Medium,New,Security,Application is responding slowly,Critical,590
TKT200806,2026-09-28 12:00:00,Data,Medium,New,Application Support,Customer portal showing an error,Medium,522
TKT200807,2026-09-29 06:00:00,Data,Low,In Progress,Platform,User cannot access required application,High,835
TKT200808,2026-09-30 00:00:00,Authentication,Critical,New,SRE,Password reset completed but login still fails,High,688
TKT200809,2026-09-30 18:00:00,Access,Medium,New,Network,User cannot access required application,Critical,932
TKT200810,2026-10-01 12:00:00,Data,Medium,New,DBA,Network connectivity is intermittent,Medium,976
TKT200811,2026-10-02 06:00:00,Application,Critical,Resolved,Security,Unable to connect to corporate VPN,Low,826
TKT200812,2026-10-03 00:00:00,Database,Medium,Resolved,Platform,Unable to connect to corporate VPN,Medium,301
TKT200813,2026-10-03 18:00:00,Data,Medium,Closed,Security,Data refresh has not completed,High,193
TKT200814,2026-10-04 12:00:00,Application,Medium,New,Security,Customer portal showing an error,Critical,302
TKT200815,2026-10-05 06:00:00,VPN,Medium,Assigned,Security,User cannot access required application,Critical,714
TKT200816,2026-10-06 00:00:00,Authentication,Medium,In Progress,Security,Data refresh has not completed,Low,864
TKT200817,2026-10-06 18:00:00,Access,High,Resolved,Application Support,User cannot access required application,High,880
TKT200818,2026-10-07 12:00:00,Network,Medium,New,DBA,User cannot access required application,Low,685
TKT200819,2026-10-08 06:00:00,Authentication,Medium,Assigned,Network,Password reset completed but login still fails,Medium,682
TKT200820,2026-10-09 00:00:00,Performance,Medium,In Progress,Network,Network connectivity is intermittent,Critical,952
TKT200821,2026-10-09 18:00:00,VPN,Low,New,Security,Network connectivity is intermittent,Critical,687
TKT200822,2026-10-10 12:00:00,Authentication,Medium,Assigned,Platform,Application is responding slowly,Low,145
TKT200823,2026-10-11 06:00:00,Network,High,Resolved,DBA,Customer portal showing an error,Low,502
TKT200824,2026-10-12 00:00:00,VPN,Medium,In Progress,DBA,Customer portal showing an error,High,361
TKT200825,2026-10-12 18:00:00,Network,High,In Progress,DBA,Unable to connect to corporate VPN,Medium,638
TKT200826,2026-10-13 12:00:00,Data,Medium,In Progress,Network,Password reset completed but login still fails,Medium,637
TKT200827,2026-10-14 06:00:00,Data,High,Closed,Security,User cannot access required application,Critical,297
TKT200828,2026-10-15 00:00:00,Performance,Medium,In Progress,SRE,User cannot access required application,Critical,303
TKT200829,2026-10-15 18:00:00,Database,Medium,In Progress,Security,Customer portal showing an error,Critical,93
TKT200830,2026-10-16 12:00:00,VPN,Medium,Closed,Security,Application is responding slowly,Critical,296
TKT200831,2026-10-17 06:00:00,Performance,High,New,Application Support,Network connectivity is intermittent,Critical,828
TKT200832,2026-10-18 00:00:00,Database,Medium,New,Application Support,Database query timing out,High,656
TKT200833,2026-10-18 18:00:00,Access,Medium,In Progress,Network,Password reset completed but login still fails,Critical,943
TKT200834,2026-10-19 12:00:00,VPN,Medium,Assigned,SRE,Unable to connect to corporate VPN,High,926
TKT200835,2026-10-20 06:00:00,Access,High,Assigned,DBA,Data refresh has not completed,Low,857
TKT200836,2026-10-21 00:00:00,Application,Low,New,SRE,Customer portal showing an error,Critical,183
TKT200837,2026-10-21 18:00:00,Data,Medium,Closed,Platform,Database query timing out,Critical,337
TKT200838,2026-10-22 12:00:00,VPN,Medium,Resolved,Security,Password reset completed but login still fails,Medium,62
TKT200839,2026-10-23 06:00:00,Network,High,Resolved,DBA,Unable to connect to corporate VPN,Medium,98
TKT200840,2026-10-24 00:00:00,Data,Medium,New,DBA,Password reset completed but login still fails,High,234
TKT200841,2026-10-24 18:00:00,Network,Medium,Assigned,Security,Unable to connect to corporate VPN,High,283
TKT200842,2026-10-25 12:00:00,Access,High,Resolved,SRE,User cannot access required application,High,20
TKT200843,2026-10-26 06:00:00,Authentication,Medium,In Progress,Security,Password reset completed but login still fails,Medium,843
TKT200844,2026-10-27 00:00:00,Access,Medium,Resolved,DBA,Password reset completed but login still fails,Critical,529
TKT200845,2026-10-27 18:00:00,Database,Low,Resolved,Network,Application is responding slowly,Critical,657
TKT200846,2026-10-28 12:00:00,Application,Low,In Progress,Network,Customer portal showing an error,Critical,655
TKT200847,2026-10-29 06:00:00,Data,High,Resolved,DBA,Database query timing out,High,966
TKT200848,2026-10-30 00:00:00,Access,High,Assigned,DBA,Password reset completed but login still fails,Low,151
