incident_id,service,severity,status,assigned_team,incident_date,description,customer_impact,resolution_minutes
INC100550,data-platform,P3,Closed,DBA,2026-04-04 08:00:00,VPN connections failing after password reset,Low,632
INC100551,order-service,P2,Open,Network,2026-04-05 04:00:00,Inventory data synchronization failed,Medium,39
INC100552,data-platform,P2,Closed,DBA,2026-04-06 00:00:00,Users unable to authenticate,Medium,370
INC100553,customer-portal,P2,Closed,DBA,2026-04-06 20:00:00,Database connection pool exhausted,High,297
INC100554,vpn-service,P2,Resolved,DBA,2026-04-07 16:00:00,Database connection pool exhausted,High,676
INC100555,inventory-service,P3,Closed,DBA,2026-04-08 12:00:00,VPN connections failing after password reset,None,618
INC100556,notification-service,P4,Closed,SRE,2026-04-09 08:00:00,Users unable to authenticate,Critical,646
INC100557,vpn-service,P2,Closed,Platform,2026-04-10 04:00:00,API latency increased significantly,High,215
INC100558,data-platform,P3,Investigating,DBA,2026-04-11 00:00:00,Application deployment caused errors,None,427
INC100559,data-platform,P4,Open,SRE,2026-04-11 20:00:00,Service returning intermittent 5xx errors,Critical,507
INC100560,inventory-service,P4,Closed,Network,2026-04-12 16:00:00,Messages delayed in processing,High,696
INC100561,payment-api,P3,Resolved,SRE,2026-04-13 12:00:00,Messages delayed in processing,None,15
INC100562,order-service,P2,Closed,Security,2026-04-14 08:00:00,Database connection pool exhausted,Medium,703
INC100563,auth-service,P3,Investigating,SRE,2026-04-15 04:00:00,Service returning intermittent 5xx errors,Critical,262
INC100564,vpn-service,P3,Resolved,SRE,2026-04-16 00:00:00,Service returning intermittent 5xx errors,Low,101
INC100565,auth-service,P4,Closed,DBA,2026-04-16 20:00:00,API latency increased significantly,Critical,447
INC100566,auth-service,P3,Closed,Platform,2026-04-17 16:00:00,Service returning intermittent 5xx errors,Medium,564
INC100567,auth-service,P3,Closed,Network,2026-04-18 12:00:00,Service returning intermittent 5xx errors,Low,102
INC100568,notification-service,P1,Resolved,Platform,2026-04-19 08:00:00,Users unable to authenticate,Low,38
INC100569,inventory-service,P3,Closed,Platform,2026-04-20 04:00:00,Users unable to authenticate,Medium,646
INC100570,vpn-service,P4,Closed,Security,2026-04-21 00:00:00,Inventory data synchronization failed,High,672
INC100571,order-service,P3,Resolved,Security,2026-04-21 20:00:00,Messages delayed in processing,Critical,120
INC100572,customer-portal,P3,Resolved,Platform,2026-04-22 16:00:00,Service returning intermittent 5xx errors,None,651
INC100573,payment-api,P4,Closed,Security,2026-04-23 12:00:00,Messages delayed in processing,Critical,655
INC100574,payment-api,P4,Resolved,Security,2026-04-24 08:00:00,Users unable to authenticate,Medium,718
INC100575,customer-portal,P3,Closed,DBA,2026-04-25 04:00:00,Database connection pool exhausted,None,163
INC100576,vpn-service,P3,Closed,DBA,2026-04-26 00:00:00,Service returning intermittent 5xx errors,Critical,420
INC100577,inventory-service,P3,Investigating,Application Support,2026-04-26 20:00:00,Service returning intermittent 5xx errors,Low,715
INC100578,vpn-service,P3,Resolved,Network,2026-04-27 16:00:00,Users unable to authenticate,High,650
INC100579,payment-api,P3,Open,Network,2026-04-28 12:00:00,Database connection pool exhausted,High,439
INC100580,payment-api,P2,Resolved,DBA,2026-04-29 08:00:00,Database connection pool exhausted,None,149
INC100581,data-platform,P4,Resolved,Application Support,2026-04-30 04:00:00,API latency increased significantly,Low,69
INC100582,payment-api,P4,Closed,Security,2026-05-01 00:00:00,VPN connections failing after password reset,High,194
INC100583,payment-api,P4,Investigating,SRE,2026-05-01 20:00:00,Messages delayed in processing,Low,56
INC100584,order-service,P4,Closed,Network,2026-05-02 16:00:00,Messages delayed in processing,None,148
INC100585,vpn-service,P4,Resolved,Security,2026-05-03 12:00:00,VPN connections failing after password reset,None,63
INC100586,notification-service,P4,Resolved,Platform,2026-05-04 08:00:00,VPN connections failing after password reset,Critical,551
INC100587,payment-api,P4,Resolved,Application Support,2026-05-05 04:00:00,Database connection pool exhausted,None,428
INC100588,data-platform,P3,Closed,Security,2026-05-06 00:00:00,Users unable to authenticate,None,377
INC100589,data-platform,P3,Closed,Application Support,2026-05-06 20:00:00,Database connection pool exhausted,Medium,584
INC100590,data-platform,P2,Resolved,SRE,2026-05-07 16:00:00,Service returning intermittent 5xx errors,None,301
INC100591,vpn-service,P3,Closed,DBA,2026-05-08 12:00:00,Application deployment caused errors,High,296
INC100592,auth-service,P2,Closed,DBA,2026-05-09 08:00:00,API latency increased significantly,Medium,156
INC100593,vpn-service,P2,Resolved,DBA,2026-05-10 04:00:00,Inventory data synchronization failed,High,325
INC100594,customer-portal,P3,Closed,Application Support,2026-05-11 00:00:00,Application deployment caused errors,Medium,133
INC100595,data-platform,P3,Resolved,Network,2026-05-11 20:00:00,Database connection pool exhausted,High,428
INC100596,inventory-service,P2,Open,DBA,2026-05-12 16:00:00,Inventory data synchronization failed,High,718
INC100597,data-platform,P4,Closed,Security,2026-05-13 12:00:00,Database connection pool exhausted,Medium,388
INC100598,notification-service,P4,Investigating,Security,2026-05-14 08:00:00,Users unable to authenticate,None,222
INC100599,notification-service,P2,Resolved,Security,2026-05-15 04:00:00,Service returning intermittent 5xx errors,Low,498
INC100600,inventory-service,P1,Closed,Network,2026-05-16 00:00:00,Users unable to authenticate,None,592
INC100601,data-platform,P3,Investigating,Application Support,2026-05-16 20:00:00,Application deployment caused errors,None,344
INC100602,notification-service,P4,Closed,SRE,2026-05-17 16:00:00,Database connection pool exhausted,Low,187
INC100603,auth-service,P4,Closed,Network,2026-05-18 12:00:00,API latency increased significantly,Low,516
INC100604,data-platform,P2,Closed,DBA,2026-05-19 08:00:00,Database connection pool exhausted,None,142
INC100605,inventory-service,P4,Closed,SRE,2026-05-20 04:00:00,API latency increased significantly,Low,718
INC100606,customer-portal,P2,Closed,Network,2026-05-21 00:00:00,Inventory data synchronization failed,Medium,235
INC100607,inventory-service,P3,Closed,DBA,2026-05-21 20:00:00,Application deployment caused errors,None,258
INC100608,vpn-service,P4,Resolved,DBA,2026-05-22 16:00:00,Service returning intermittent 5xx errors,Low,526
INC100609,data-platform,P2,Investigating,SRE,2026-05-23 12:00:00,Messages delayed in processing,None,18
INC100610,data-platform,P2,Closed,Platform,2026-05-24 08:00:00,API latency increased significantly,None,154
INC100611,order-service,P3,Closed,Platform,2026-05-25 04:00:00,Service returning intermittent 5xx errors,None,99
INC100612,data-platform,P3,Investigating,DBA,2026-05-26 00:00:00,Application deployment caused errors,Medium,287
INC100613,order-service,P4,Closed,Platform,2026-05-26 20:00:00,Service returning intermittent 5xx errors,High,402
INC100614,notification-service,P4,Open,DBA,2026-05-27 16:00:00,Users unable to authenticate,High,137
INC100615,notification-service,P1,Closed,Security,2026-05-28 12:00:00,Service returning intermittent 5xx errors,High,254
INC100616,auth-service,P2,Resolved,Security,2026-05-29 08:00:00,Database connection pool exhausted,High,558
INC100617,customer-portal,P4,Open,Platform,2026-05-30 04:00:00,VPN connections failing after password reset,Critical,677
INC100618,payment-api,P2,Investigating,Application Support,2026-05-31 00:00:00,API latency increased significantly,Low,20
INC100619,auth-service,P4,Resolved,SRE,2026-05-31 20:00:00,Service returning intermittent 5xx errors,High,455
INC100620,order-service,P3,Resolved,SRE,2026-06-01 16:00:00,Service returning intermittent 5xx errors,Critical,28
INC100621,order-service,P2,Open,SRE,2026-06-02 12:00:00,Application deployment caused errors,Medium,379
INC100622,auth-service,P4,Resolved,Platform,2026-06-03 08:00:00,Inventory data synchronization failed,Critical,634
INC100623,order-service,P2,Investigating,Application Support,2026-06-04 04:00:00,Application deployment caused errors,None,576
INC100624,inventory-service,P3,Resolved,Platform,2026-06-05 00:00:00,VPN connections failing after password reset,Critical,175
INC100625,auth-service,P3,Resolved,Security,2026-06-05 20:00:00,VPN connections failing after password reset,Medium,193
INC100626,customer-portal,P3,Resolved,Network,2026-06-06 16:00:00,Inventory data synchronization failed,Low,566
INC100627,customer-portal,P3,Resolved,SRE,2026-06-07 12:00:00,VPN connections failing after password reset,None,592
INC100628,inventory-service,P3,Investigating,Network,2026-06-08 08:00:00,Database connection pool exhausted,High,209
INC100629,customer-portal,P4,Open,SRE,2026-06-09 04:00:00,API latency increased significantly,Medium,12
INC100630,notification-service,P4,Resolved,Network,2026-06-10 00:00:00,Database connection pool exhausted,Low,325
INC100631,customer-portal,P3,Closed,DBA,2026-06-10 20:00:00,Service returning intermittent 5xx errors,Low,449
INC100632,order-service,P2,Closed,DBA,2026-06-11 16:00:00,Users unable to authenticate,Critical,325
INC100633,order-service,P4,Closed,Platform,2026-06-12 12:00:00,Messages delayed in processing,Medium,673
INC100634,auth-service,P4,Closed,Security,2026-06-13 08:00:00,Inventory data synchronization failed,None,587
INC100635,notification-service,P3,Closed,DBA,2026-06-14 04:00:00,Service returning intermittent 5xx errors,Low,569
INC100636,auth-service,P3,Resolved,Platform,2026-06-15 00:00:00,Service returning intermittent 5xx errors,None,24
INC100637,customer-portal,P3,Closed,Network,2026-06-15 20:00:00,Service returning intermittent 5xx errors,High,616
INC100638,data-platform,P1,Closed,SRE,2026-06-16 16:00:00,Inventory data synchronization failed,Critical,546
INC100639,vpn-service,P3,Closed,Application Support,2026-06-17 12:00:00,API latency increased significantly,Critical,291
INC100640,notification-service,P3,Closed,Security,2026-06-18 08:00:00,API latency increased significantly,High,428
INC100641,vpn-service,P4,Resolved,Platform,2026-06-19 04:00:00,Service returning intermittent 5xx errors,High,595
INC100642,data-platform,P4,Closed,Security,2026-06-20 00:00:00,Application deployment caused errors,Medium,653
INC100643,order-service,P4,Closed,Security,2026-06-20 20:00:00,Database connection pool exhausted,High,401
INC100644,data-platform,P3,Resolved,DBA,2026-06-21 16:00:00,Inventory data synchronization failed,None,39
INC100645,customer-portal,P3,Closed,SRE,2026-06-22 12:00:00,Messages delayed in processing,Medium,449
INC100646,order-service,P4,Investigating,Application Support,2026-06-23 08:00:00,Users unable to authenticate,Medium,492
INC100647,inventory-service,P4,Closed,Application Support,2026-06-24 04:00:00,Inventory data synchronization failed,None,51
INC100648,vpn-service,P3,Closed,Application Support,2026-06-25 00:00:00,VPN connections failing after password reset,Medium,590
INC100649,data-platform,P4,Investigating,Application Support,2026-06-25 20:00:00,VPN connections failing after password reset,High,153
INC100650,order-service,P2,Closed,Application Support,2026-06-26 16:00:00,Users unable to authenticate,Low,642
INC100651,notification-service,P4,Open,Security,2026-06-27 12:00:00,Inventory data synchronization failed,Medium,401
INC100652,auth-service,P2,Closed,SRE,2026-06-28 08:00:00,Application deployment caused errors,Low,238
INC100653,data-platform,P2,Closed,Network,2026-06-29 04:00:00,Database connection pool exhausted,Low,51
INC100654,inventory-service,P3,Closed,Platform,2026-06-30 00:00:00,Service returning intermittent 5xx errors,None,22
INC100655,inventory-service,P1,Closed,Platform,2026-06-30 20:00:00,Inventory data synchronization failed,Low,536
INC100656,data-platform,P1,Investigating,Security,2026-07-01 16:00:00,Application deployment caused errors,Critical,277
INC100657,notification-service,P1,Resolved,Security,2026-07-02 12:00:00,VPN connections failing after password reset,Critical,606
INC100658,payment-api,P3,Resolved,DBA,2026-07-03 08:00:00,VPN connections failing after password reset,High,173
INC100659,customer-portal,P4,Open,Security,2026-07-04 04:00:00,Users unable to authenticate,High,663
INC100660,auth-service,P1,Resolved,SRE,2026-07-05 00:00:00,Service returning intermittent 5xx errors,High,678
INC100661,notification-service,P3,Resolved,Platform,2026-07-05 20:00:00,Application deployment caused errors,Medium,82
INC100662,payment-api,P4,Resolved,Application Support,2026-07-06 16:00:00,Database connection pool exhausted,Medium,469
INC100663,auth-service,P2,Resolved,Network,2026-07-07 12:00:00,API latency increased significantly,High,677
INC100664,inventory-service,P2,Closed,DBA,2026-07-08 08:00:00,Messages delayed in processing,High,239
INC100665,notification-service,P4,Resolved,Network,2026-07-09 04:00:00,Service returning intermittent 5xx errors,Medium,58
INC100666,inventory-service,P4,Closed,Platform,2026-07-10 00:00:00,Service returning intermittent 5xx errors,Medium,631
INC100667,data-platform,P3,Resolved,Security,2026-07-10 20:00:00,Users unable to authenticate,Medium,346
INC100668,vpn-service,P4,Resolved,Security,2026-07-11 16:00:00,Database connection pool exhausted,Low,29
INC100669,auth-service,P2,Closed,Security,2026-07-12 12:00:00,API latency increased significantly,Low,606
INC100670,vpn-service,P3,Resolved,Network,2026-07-13 08:00:00,Users unable to authenticate,None,491
INC100671,inventory-service,P4,Resolved,DBA,2026-07-14 04:00:00,API latency increased significantly,Medium,59
INC100672,notification-service,P2,Closed,Application Support,2026-07-15 00:00:00,API latency increased significantly,High,193
INC100673,payment-api,P4,Investigating,DBA,2026-07-15 20:00:00,VPN connections failing after password reset,High,22
INC100674,inventory-service,P3,Resolved,Network,2026-07-16 16:00:00,VPN connections failing after password reset,Critical,687
INC100675,notification-service,P4,Closed,Platform,2026-07-17 12:00:00,Application deployment caused errors,None,27
INC100676,inventory-service,P3,Resolved,DBA,2026-07-18 08:00:00,Inventory data synchronization failed,High,575
INC100677,payment-api,P3,Closed,Network,2026-07-19 04:00:00,API latency increased significantly,High,373
INC100678,inventory-service,P2,Resolved,DBA,2026-07-20 00:00:00,Application deployment caused errors,Medium,423
INC100679,vpn-service,P2,Closed,SRE,2026-07-20 20:00:00,VPN connections failing after password reset,Low,586
INC100680,notification-service,P4,Closed,Platform,2026-07-21 16:00:00,Users unable to authenticate,Low,645
INC100681,auth-service,P2,Closed,Security,2026-07-22 12:00:00,API latency increased significantly,High,100
INC100682,vpn-service,P2,Closed,Network,2026-07-23 08:00:00,Messages delayed in processing,Critical,22
INC100683,vpn-service,P2,Investigating,Network,2026-07-24 04:00:00,Inventory data synchronization failed,High,98
INC100684,auth-service,P2,Closed,DBA,2026-07-25 00:00:00,API latency increased significantly,Medium,494
INC100685,data-platform,P4,Investigating,Network,2026-07-25 20:00:00,Users unable to authenticate,High,413
INC100686,order-service,P3,Closed,Security,2026-07-26 16:00:00,Users unable to authenticate,None,69
INC100687,inventory-service,P4,Closed,Platform,2026-07-27 12:00:00,Service returning intermittent 5xx errors,High,176
INC100688,order-service,P2,Resolved,Security,2026-07-28 08:00:00,Messages delayed in processing,None,391
INC100689,data-platform,P3,Closed,Platform,2026-07-29 04:00:00,VPN connections failing after password reset,Critical,528
INC100690,vpn-service,P3,Investigating,Network,2026-07-30 00:00:00,Database connection pool exhausted,Critical,253
INC100691,data-platform,P3,Closed,DBA,2026-07-30 20:00:00,Messages delayed in processing,Medium,684
INC100692,vpn-service,P4,Closed,Application Support,2026-07-31 16:00:00,Inventory data synchronization failed,Low,714
INC100693,vpn-service,P4,Open,Platform,2026-08-01 12:00:00,Inventory data synchronization failed,High,553
INC100694,payment-api,P4,Closed,DBA,2026-08-02 08:00:00,Users unable to authenticate,High,332
INC100695,customer-portal,P2,Closed,SRE,2026-08-03 04:00:00,VPN connections failing after password reset,High,632
INC100696,notification-service,P2,Open,SRE,2026-08-04 00:00:00,Application deployment caused errors,Medium,526
INC100697,inventory-service,P3,Closed,Security,2026-08-04 20:00:00,Inventory data synchronization failed,Low,378
INC100698,payment-api,P2,Resolved,Security,2026-08-05 16:00:00,API latency increased significantly,None,325
INC100699,payment-api,P4,Closed,Network,2026-08-06 12:00:00,Database connection pool exhausted,Low,600
INC100700,inventory-service,P3,Investigating,DBA,2026-08-07 08:00:00,Application deployment caused errors,Medium,405
INC100701,inventory-service,P3,Closed,Network,2026-08-08 04:00:00,Service returning intermittent 5xx errors,Medium,139
INC100702,auth-service,P4,Closed,Platform,2026-08-09 00:00:00,VPN connections failing after password reset,Medium,719
INC100703,auth-service,P4,Investigating,Network,2026-08-09 20:00:00,Service returning intermittent 5xx errors,Low,58
INC100704,auth-service,P1,Resolved,Platform,2026-08-10 16:00:00,Application deployment caused errors,Critical,503
INC100705,inventory-service,P1,Closed,Security,2026-08-11 12:00:00,Service returning intermittent 5xx errors,Low,475
INC100706,payment-api,P3,Closed,Network,2026-08-12 08:00:00,Service returning intermittent 5xx errors,Critical,426
INC100707,inventory-service,P3,Resolved,Platform,2026-08-13 04:00:00,API latency increased significantly,Low,46
INC100708,order-service,P2,Investigating,DBA,2026-08-14 00:00:00,Users unable to authenticate,Medium,359
INC100709,order-service,P3,Investigating,Security,2026-08-14 20:00:00,Database connection pool exhausted,High,643
INC100710,notification-service,P4,Closed,Platform,2026-08-15 16:00:00,API latency increased significantly,Low,180
INC100711,inventory-service,P4,Closed,Application Support,2026-08-16 12:00:00,API latency increased significantly,Low,501
INC100712,notification-service,P3,Closed,Network,2026-08-17 08:00:00,VPN connections failing after password reset,Low,619
INC100713,data-platform,P3,Closed,DBA,2026-08-18 04:00:00,VPN connections failing after password reset,Critical,686
INC100714,vpn-service,P2,Closed,Application Support,2026-08-19 00:00:00,Application deployment caused errors,None,376
INC100715,data-platform,P3,Investigating,Network,2026-08-19 20:00:00,Database connection pool exhausted,Medium,232
INC100716,inventory-service,P3,Investigating,Platform,2026-08-20 16:00:00,VPN connections failing after password reset,High,506
INC100717,order-service,P3,Closed,Security,2026-08-21 12:00:00,Messages delayed in processing,High,355
INC100718,auth-service,P3,Closed,SRE,2026-08-22 08:00:00,Users unable to authenticate,Medium,455
INC100719,inventory-service,P1,Resolved,Network,2026-08-23 04:00:00,Messages delayed in processing,None,536
INC100720,auth-service,P1,Resolved,Application Support,2026-08-24 00:00:00,Inventory data synchronization failed,None,514
INC100721,vpn-service,P2,Closed,Network,2026-08-24 20:00:00,API latency increased significantly,Medium,182
INC100722,data-platform,P4,Resolved,Security,2026-08-25 16:00:00,Users unable to authenticate,Critical,546
INC100723,payment-api,P3,Investigating,DBA,2026-08-26 12:00:00,API latency increased significantly,None,394
INC100724,data-platform,P2,Closed,Platform,2026-08-27 08:00:00,API latency increased significantly,Critical,670
INC100725,payment-api,P4,Resolved,Platform,2026-08-28 04:00:00,VPN connections failing after password reset,High,478
INC100726,notification-service,P3,Closed,DBA,2026-08-29 00:00:00,Inventory data synchronization failed,None,643
INC100727,payment-api,P3,Open,SRE,2026-08-29 20:00:00,VPN connections failing after password reset,Low,704
INC100728,order-service,P4,Open,Network,2026-08-30 16:00:00,Users unable to authenticate,Low,716
INC100729,notification-service,P1,Closed,Network,2026-08-31 12:00:00,API latency increased significantly,Critical,538
INC100730,notification-service,P2,Resolved,Application Support,2026-09-01 08:00:00,Messages delayed in processing,Medium,434
INC100731,order-service,P3,Closed,SRE,2026-09-02 04:00:00,API latency increased significantly,Low,93
INC100732,vpn-service,P2,Investigating,Application Support,2026-09-03 00:00:00,VPN connections failing after password reset,Low,284
INC100733,data-platform,P3,Closed,Network,2026-09-03 20:00:00,Messages delayed in processing,Medium,347
INC100734,auth-service,P2,Closed,DBA,2026-09-04 16:00:00,API latency increased significantly,None,564
INC100735,notification-service,P2,Closed,DBA,2026-09-05 12:00:00,Messages delayed in processing,Low,428
INC100736,notification-service,P2,Investigating,Platform,2026-09-06 08:00:00,Database connection pool exhausted,None,321
INC100737,customer-portal,P3,Resolved,Application Support,2026-09-07 04:00:00,Users unable to authenticate,High,114
INC100738,notification-service,P2,Resolved,Platform,2026-09-08 00:00:00,API latency increased significantly,High,518
INC100739,vpn-service,P2,Closed,SRE,2026-09-08 20:00:00,Database connection pool exhausted,Medium,316
INC100740,data-platform,P4,Resolved,Security,2026-09-09 16:00:00,Service returning intermittent 5xx errors,None,35
INC100741,data-platform,P3,Open,DBA,2026-09-10 12:00:00,Application deployment caused errors,Low,211
INC100742,notification-service,P3,Resolved,Application Support,2026-09-11 08:00:00,VPN connections failing after password reset,Critical,634
INC100743,customer-portal,P1,Resolved,Network,2026-09-12 04:00:00,Service returning intermittent 5xx errors,Low,94
INC100744,data-platform,P3,Resolved,SRE,2026-09-13 00:00:00,Inventory data synchronization failed,None,298
INC100745,customer-portal,P2,Investigating,SRE,2026-09-13 20:00:00,Inventory data synchronization failed,None,373
INC100746,inventory-service,P3,Resolved,Network,2026-09-14 16:00:00,Service returning intermittent 5xx errors,Critical,69
INC100747,customer-portal,P2,Closed,Platform,2026-09-15 12:00:00,Users unable to authenticate,None,127
INC100748,customer-portal,P4,Resolved,Application Support,2026-09-16 08:00:00,API latency increased significantly,Medium,677
INC100749,auth-service,P4,Resolved,SRE,2026-09-17 04:00:00,VPN connections failing after password reset,Critical,429
INC100750,vpn-service,P2,Closed,Application Support,2026-09-18 00:00:00,Messages delayed in processing,High,159
INC100751,auth-service,P2,Closed,Platform,2026-09-18 20:00:00,Database connection pool exhausted,Medium,130
INC100752,payment-api,P2,Resolved,SRE,2026-09-19 16:00:00,VPN connections failing after password reset,Low,312
INC100753,vpn-service,P3,Closed,Platform,2026-09-20 12:00:00,Service returning intermittent 5xx errors,None,523
INC100754,inventory-service,P2,Closed,SRE,2026-09-21 08:00:00,Messages delayed in processing,None,528
INC100755,order-service,P4,Closed,Network,2026-09-22 04:00:00,Application deployment caused errors,Critical,148
INC100756,notification-service,P4,Closed,Platform,2026-09-23 00:00:00,VPN connections failing after password reset,None,525
INC100757,order-service,P4,Closed,DBA,2026-09-23 20:00:00,Database connection pool exhausted,None,646
INC100758,auth-service,P3,Open,DBA,2026-09-24 16:00:00,API latency increased significantly,Critical,170
INC100759,notification-service,P4,Resolved,SRE,2026-09-25 12:00:00,Application deployment caused errors,Medium,28
INC100760,auth-service,P1,Closed,SRE,2026-09-26 08:00:00,Service returning intermittent 5xx errors,Low,690
INC100761,inventory-service,P3,Closed,SRE,2026-09-27 04:00:00,API latency increased significantly,High,380
INC100762,vpn-service,P3,Closed,Platform,2026-09-28 00:00:00,Users unable to authenticate,Medium,561
INC100763,vpn-service,P4,Investigating,SRE,2026-09-28 20:00:00,Inventory data synchronization failed,Critical,237
INC100764,customer-portal,P3,Closed,Platform,2026-09-29 16:00:00,Database connection pool exhausted,Medium,222
INC100765,data-platform,P4,Investigating,DBA,2026-09-30 12:00:00,Application deployment caused errors,High,169
INC100766,inventory-service,P2,Closed,Platform,2026-10-01 08:00:00,Messages delayed in processing,Critical,164
INC100767,order-service,P4,Closed,Platform,2026-10-02 04:00:00,VPN connections failing after password reset,Medium,344
INC100768,auth-service,P3,Closed,Network,2026-10-03 00:00:00,VPN connections failing after password reset,Low,85
INC100769,order-service,P3,Closed,DBA,2026-10-03 20:00:00,Users unable to authenticate,Critical,607
INC100770,notification-service,P4,Closed,Platform,2026-10-04 16:00:00,VPN connections failing after password reset,Low,372
INC100771,vpn-service,P3,Closed,Platform,2026-10-05 12:00:00,Messages delayed in processing,None,659
INC100772,payment-api,P3,Closed,Network,2026-10-06 08:00:00,Application deployment caused errors,Medium,366
INC100773,notification-service,P3,Closed,SRE,2026-10-07 04:00:00,VPN connections failing after password reset,Critical,225
INC100774,data-platform,P2,Closed,Network,2026-10-08 00:00:00,Application deployment caused errors,None,375
INC100775,vpn-service,P3,Open,Application Support,2026-10-08 20:00:00,Application deployment caused errors,Critical,119
INC100776,order-service,P2,Closed,Network,2026-10-09 16:00:00,VPN connections failing after password reset,Critical,595
INC100777,payment-api,P2,Resolved,SRE,2026-10-10 12:00:00,Database connection pool exhausted,Critical,521
INC100778,customer-portal,P4,Closed,Security,2026-10-11 08:00:00,Users unable to authenticate,Medium,114
INC100779,data-platform,P3,Closed,SRE,2026-10-12 04:00:00,API latency increased significantly,Low,423
INC100780,vpn-service,P3,Resolved,Platform,2026-10-13 00:00:00,Application deployment caused errors,Medium,391
INC100781,notification-service,P3,Investigating,SRE,2026-10-13 20:00:00,Users unable to authenticate,None,152
INC100782,payment-api,P3,Resolved,Application Support,2026-10-14 16:00:00,Database connection pool exhausted,Critical,96
INC100783,payment-api,P3,Closed,Application Support,2026-10-15 12:00:00,Messages delayed in processing,High,549
INC100784,order-service,P4,Resolved,DBA,2026-10-16 08:00:00,Users unable to authenticate,Medium,197
INC100785,inventory-service,P4,Investigating,DBA,2026-10-17 04:00:00,Application deployment caused errors,Medium,378
INC100786,payment-api,P3,Closed,DBA,2026-10-18 00:00:00,Messages delayed in processing,High,185
INC100787,notification-service,P3,Closed,DBA,2026-10-18 20:00:00,Service returning intermittent 5xx errors,Medium,473
INC100788,inventory-service,P3,Investigating,DBA,2026-10-19 16:00:00,Users unable to authenticate,Critical,44
INC100789,payment-api,P3,Resolved,Application Support,2026-10-20 12:00:00,Messages delayed in processing,Critical,265
INC100790,payment-api,P3,Closed,Security,2026-10-21 08:00:00,Inventory data synchronization failed,Critical,398
INC100791,order-service,P3,Closed,SRE,2026-10-22 04:00:00,Application deployment caused errors,High,321
INC100792,notification-service,P3,Closed,Network,2026-10-23 00:00:00,Inventory data synchronization failed,High,444
INC100793,data-platform,P3,Resolved,Application Support,2026-10-23 20:00:00,Service returning intermittent 5xx errors,Low,138
INC100794,order-service,P3,Resolved,Network,2026-10-24 16:00:00,Messages delayed in processing,None,323
INC100795,customer-portal,P3,Open,Platform,2026-10-25 12:00:00,Service returning intermittent 5xx errors,Medium,547
INC100796,vpn-service,P2,Closed,Application Support,2026-10-26 08:00:00,Service returning intermittent 5xx errors,Critical,246
INC100797,order-service,P2,Open,DBA,2026-10-27 04:00:00,Messages delayed in processing,None,121
INC100798,customer-portal,P4,Open,DBA,2026-10-28 00:00:00,Database connection pool exhausted,Medium,611
INC100799,order-service,P3,Closed,Network,2026-10-28 20:00:00,Messages delayed in processing,None,562
INC100800,payment-api,P2,Closed,SRE,2026-10-29 16:00:00,Inventory data synchronization failed,Medium,493
INC100801,customer-portal,P3,Closed,Network,2026-10-30 12:00:00,Service returning intermittent 5xx errors,None,576
INC100802,inventory-service,P4,Closed,Network,2026-10-31 08:00:00,VPN connections failing after password reset,High,562
INC100803,vpn-service,P2,Closed,Application Support,2026-11-01 04:00:00,Inventory data synchronization failed,Critical,540
INC100804,notification-service,P4,Resolved,Platform,2026-11-02 00:00:00,Database connection pool exhausted,High,371
INC100805,data-platform,P4,Resolved,SRE,2026-11-02 20:00:00,VPN connections failing after password reset,High,23
INC100806,inventory-service,P3,Closed,Network,2026-11-03 16:00:00,Database connection pool exhausted,Low,433
INC100807,payment-api,P3,Resolved,Application Support,2026-11-04 12:00:00,Application deployment caused errors,Medium,203
INC100808,order-service,P1,Closed,Network,2026-11-05 08:00:00,Service returning intermittent 5xx errors,None,559
INC100809,vpn-service,P4,Closed,Network,2026-11-06 04:00:00,Application deployment caused errors,Low,342
INC100810,payment-api,P3,Closed,Security,2026-11-07 00:00:00,Inventory data synchronization failed,Medium,652
INC100811,vpn-service,P4,Open,DBA,2026-11-07 20:00:00,Inventory data synchronization failed,High,432
INC100812,notification-service,P3,Resolved,Platform,2026-11-08 16:00:00,Database connection pool exhausted,None,400
INC100813,customer-portal,P1,Investigating,Application Support,2026-11-09 12:00:00,VPN connections failing after password reset,Critical,662
INC100814,data-platform,P1,Resolved,DBA,2026-11-10 08:00:00,API latency increased significantly,Medium,347
INC100815,data-platform,P3,Resolved,SRE,2026-11-11 04:00:00,API latency increased significantly,Critical,276
INC100816,payment-api,P3,Investigating,Network,2026-11-12 00:00:00,Application deployment caused errors,Medium,273
INC100817,payment-api,P1,Closed,Application Support,2026-11-12 20:00:00,VPN connections failing after password reset,Medium,631
INC100818,notification-service,P4,Closed,Network,2026-11-13 16:00:00,Messages delayed in processing,High,546
INC100819,vpn-service,P4,Closed,DBA,2026-11-14 12:00:00,Service returning intermittent 5xx errors,Critical,126
INC100820,payment-api,P3,Open,DBA,2026-11-15 08:00:00,Inventory data synchronization failed,None,359
INC100821,notification-service,P3,Open,Security,2026-11-16 04:00:00,Messages delayed in processing,Medium,273
INC100822,auth-service,P1,Resolved,Application Support,2026-11-17 00:00:00,Application deployment caused errors,None,469
INC100823,notification-service,P4,Investigating,SRE,2026-11-17 20:00:00,Users unable to authenticate,Medium,47
INC100824,inventory-service,P3,Resolved,DBA,2026-11-18 16:00:00,VPN connections failing after password reset,Critical,517
