service_id,service_name,business_domain,owner_team,criticality,sla_hours,environment,support_window
SRV0815,payment-api,Infrastructure,Application Support,Critical,8,Staging,Business Hours
SRV0816,data-platform,Payments,Security,Critical,4,Production,Extended Hours
SRV0817,data-platform,Commerce,DBA,Medium,2,Staging,24x7
SRV0818,order-service,Infrastructure,Platform,Medium,8,Production,24x7
SRV0819,notification-service,Customer Experience,Application Support,High,1,Production,Business Hours
SRV0820,auth-service,Data,Application Support,High,2,Development,24x7
SRV0821,data-platform,Data,Network,Low,1,Production,24x7
SRV0822,customer-portal,Commerce,SRE,Critical,1,Production,Business Hours
SRV0823,customer-portal,Infrastructure,DBA,High,2,Production,24x7
SRV0824,inventory-service,Commerce,DBA,High,1,Production,24x7
SRV0825,customer-portal,Payments,Application Support,High,1,Production,Extended Hours
SRV0826,inventory-service,Identity,Application Support,Medium,24,Production,24x7
SRV0827,notification-service,Data,Platform,Medium,2,Production,Extended Hours
SRV0828,order-service,Customer Experience,Platform,Medium,8,Production,Extended Hours
SRV0829,data-platform,Commerce,Application Support,Medium,1,Production,Extended Hours
SRV0830,order-service,Customer Experience,Platform,High,48,Production,24x7
SRV0831,vpn-service,Infrastructure,Network,Medium,2,Production,24x7
SRV0832,customer-portal,Data,Platform,Critical,24,Production,Extended Hours
SRV0833,notification-service,Infrastructure,Network,High,8,Staging,24x7
SRV0834,inventory-service,Commerce,DBA,Medium,24,Production,Business Hours
SRV0835,vpn-service,Commerce,Platform,High,8,Production,Business Hours
SRV0836,auth-service,Infrastructure,Network,Critical,8,Production,Extended Hours
SRV0837,auth-service,Data,Network,High,24,Production,Extended Hours
SRV0838,data-platform,Data,SRE,Medium,24,Production,24x7
SRV0839,vpn-service,Commerce,Security,Critical,4,Staging,Business Hours
SRV0840,notification-service,Customer Experience,Application Support,Medium,48,Production,Business Hours
SRV0841,order-service,Payments,Network,Medium,48,Production,Extended Hours
SRV0842,order-service,Payments,Platform,Medium,24,Development,Business Hours
SRV0843,notification-service,Commerce,DBA,High,48,Production,24x7
SRV0844,notification-service,Payments,DBA,Medium,1,Development,Extended Hours
SRV0845,customer-portal,Commerce,DBA,High,8,Staging,Business Hours
SRV0846,payment-api,Data,DBA,Low,8,Production,24x7
SRV0847,payment-api,Commerce,Security,Medium,48,Production,24x7
SRV0848,customer-portal,Identity,SRE,Critical,1,Production,24x7
SRV0849,notification-service,Identity,SRE,Medium,24,Development,Extended Hours
SRV0850,order-service,Data,SRE,Medium,1,Production,Extended Hours
SRV0851,inventory-service,Customer Experience,SRE,Medium,4,Development,Business Hours
SRV0852,order-service,Infrastructure,Application Support,High,24,Production,24x7
SRV0853,customer-portal,Data,Security,Medium,2,Production,Extended Hours
SRV0854,notification-service,Payments,DBA,Medium,48,Production,Business Hours
SRV0855,notification-service,Identity,Security,Low,48,Production,Business Hours
SRV0856,vpn-service,Commerce,SRE,High,1,Production,24x7
SRV0857,data-platform,Identity,Platform,Medium,2,Development,Extended Hours
SRV0858,order-service,Infrastructure,Security,Medium,1,Production,24x7
SRV0859,notification-service,Commerce,Network,Medium,24,Development,Business Hours
SRV0860,customer-portal,Customer Experience,DBA,Medium,48,Development,Business Hours
SRV0861,data-platform,Identity,Security,High,8,Production,Business Hours
SRV0862,inventory-service,Commerce,SRE,Medium,1,Production,Business Hours
SRV0863,data-platform,Infrastructure,Security,High,2,Production,Business Hours
SRV0864,customer-portal,Identity,Security,High,1,Production,Business Hours
SRV0865,payment-api,Infrastructure,Network,Medium,4,Development,Business Hours
SRV0866,auth-service,Data,Network,High,24,Development,Business Hours
SRV0867,inventory-service,Data,SRE,Critical,1,Development,Extended Hours
SRV0868,vpn-service,Commerce,Platform,Critical,48,Production,Extended Hours
SRV0869,notification-service,Customer Experience,Platform,Medium,2,Production,24x7
SRV0870,data-platform,Infrastructure,Application Support,Low,8,Production,Extended Hours
SRV0871,order-service,Identity,SRE,Medium,24,Development,24x7
SRV0872,vpn-service,Data,Platform,Critical,8,Production,24x7
SRV0873,vpn-service,Customer Experience,SRE,Medium,4,Production,Business Hours
SRV0874,auth-service,Identity,Platform,High,4,Production,24x7
SRV0875,data-platform,Data,SRE,Low,4,Production,Business Hours
SRV0876,payment-api,Infrastructure,Platform,Medium,2,Production,24x7
SRV0877,inventory-service,Identity,Security,High,2,Production,Business Hours
SRV0878,order-service,Data,Security,Medium,24,Development,Extended Hours
SRV0879,customer-portal,Data,Network,High,48,Staging,Extended Hours
SRV0880,vpn-service,Identity,Security,Medium,48,Production,Business Hours
SRV0881,notification-service,Identity,DBA,Critical,2,Staging,24x7
SRV0882,auth-service,Data,Application Support,Low,2,Production,Extended Hours
SRV0883,auth-service,Identity,Security,Medium,1,Staging,24x7
SRV0884,payment-api,Customer Experience,Platform,Low,2,Production,Business Hours
SRV0885,customer-portal,Data,DBA,Low,8,Production,24x7
SRV0886,payment-api,Infrastructure,Security,High,2,Production,Business Hours
SRV0887,customer-portal,Commerce,Platform,Medium,24,Production,24x7
SRV0888,data-platform,Identity,DBA,Medium,1,Production,Extended Hours
SRV0889,data-platform,Commerce,Network,High,4,Staging,24x7
SRV0890,data-platform,Infrastructure,Platform,Critical,2,Staging,Business Hours
SRV0891,order-service,Commerce,Platform,High,4,Production,Business Hours
SRV0892,notification-service,Identity,SRE,High,1,Production,Business Hours
SRV0893,vpn-service,Payments,Security,Low,4,Staging,Business Hours
SRV0894,payment-api,Data,Security,Medium,24,Production,24x7
SRV0895,vpn-service,Infrastructure,DBA,Medium,48,Production,Extended Hours
SRV0896,notification-service,Data,Platform,Low,2,Production,Business Hours
SRV0897,order-service,Identity,SRE,High,4,Production,24x7
SRV0898,order-service,Identity,DBA,Medium,24,Production,24x7
SRV0899,order-service,Commerce,Platform,Critical,4,Production,Business Hours
SRV0900,auth-service,Commerce,DBA,Critical,8,Production,Extended Hours
SRV0901,auth-service,Identity,Application Support,High,4,Staging,Extended Hours
SRV0902,customer-portal,Customer Experience,SRE,High,48,Staging,Business Hours
SRV0903,payment-api,Identity,DBA,High,8,Staging,Business Hours
SRV0904,inventory-service,Identity,Application Support,Medium,48,Production,24x7
SRV0905,order-service,Data,Network,High,24,Development,Business Hours
SRV0906,customer-portal,Infrastructure,Security,Critical,4,Staging,24x7
SRV0907,auth-service,Commerce,Security,Medium,2,Production,Extended Hours
SRV0908,vpn-service,Infrastructure,Network,Critical,1,Production,Business Hours
SRV0909,notification-service,Payments,Platform,Medium,8,Production,24x7
SRV0910,order-service,Data,Security,Low,24,Production,Extended Hours
SRV0911,notification-service,Payments,DBA,Medium,4,Staging,Extended Hours
SRV0912,customer-portal,Payments,Network,Medium,1,Staging,24x7
SRV0913,auth-service,Data,Platform,Medium,24,Development,24x7
SRV0914,notification-service,Identity,Security,Medium,2,Development,24x7
SRV0915,data-platform,Payments,Platform,Low,8,Production,Business Hours
SRV0916,notification-service,Identity,SRE,Low,1,Development,Business Hours
SRV0917,inventory-service,Infrastructure,SRE,High,1,Development,Extended Hours
SRV0918,payment-api,Data,Network,Medium,48,Production,Extended Hours
SRV0919,notification-service,Commerce,SRE,Medium,24,Production,Extended Hours
SRV0920,inventory-service,Customer Experience,Network,Critical,1,Production,Extended Hours
SRV0921,order-service,Commerce,Platform,Medium,1,Production,24x7
SRV0922,auth-service,Customer Experience,Network,Medium,4,Production,24x7
SRV0923,vpn-service,Commerce,Security,Medium,24,Production,Extended Hours
SRV0924,order-service,Payments,Network,High,4,Production,Business Hours
SRV0925,customer-portal,Payments,DBA,High,48,Production,24x7
SRV0926,notification-service,Identity,SRE,High,8,Production,Extended Hours
SRV0927,order-service,Identity,SRE,Medium,8,Staging,24x7
SRV0928,inventory-service,Payments,Application Support,Low,2,Development,Extended Hours
SRV0929,notification-service,Commerce,DBA,Low,24,Development,Extended Hours
SRV0930,customer-portal,Customer Experience,SRE,High,48,Production,Business Hours
SRV0931,auth-service,Identity,DBA,High,1,Production,Business Hours
SRV0932,auth-service,Identity,SRE,Medium,24,Development,Extended Hours
SRV0933,vpn-service,Customer Experience,SRE,Medium,48,Production,Extended Hours
SRV0934,inventory-service,Identity,Network,Medium,4,Development,Business Hours
SRV0935,order-service,Infrastructure,DBA,High,24,Staging,24x7
SRV0936,customer-portal,Data,DBA,Critical,4,Production,24x7
SRV0937,notification-service,Customer Experience,Security,Medium,2,Production,Business Hours
SRV0938,vpn-service,Data,Platform,Medium,24,Production,24x7
SRV0939,data-platform,Data,Platform,High,2,Production,Extended Hours
SRV0940,inventory-service,Identity,DBA,Low,24,Production,Business Hours
SRV0941,order-service,Data,Application Support,Medium,2,Staging,Extended Hours
SRV0942,data-platform,Infrastructure,Security,Low,4,Production,24x7
SRV0943,data-platform,Customer Experience,Security,Medium,24,Production,24x7
SRV0944,order-service,Payments,SRE,Medium,4,Production,Business Hours
SRV0945,vpn-service,Payments,Application Support,Low,24,Production,24x7
SRV0946,data-platform,Payments,Application Support,Low,1,Production,Extended Hours
SRV0947,data-platform,Infrastructure,DBA,Low,1,Staging,Business Hours
SRV0948,payment-api,Payments,Network,Medium,1,Production,Extended Hours
SRV0949,auth-service,Customer Experience,DBA,Medium,2,Staging,Extended Hours
SRV0950,customer-portal,Commerce,DBA,High,1,Production,24x7
SRV0951,data-platform,Identity,Application Support,High,4,Production,Extended Hours
SRV0952,payment-api,Customer Experience,SRE,Low,1,Staging,24x7
SRV0953,payment-api,Infrastructure,DBA,High,24,Staging,Extended Hours
SRV0954,payment-api,Data,Security,Medium,1,Staging,Extended Hours
SRV0955,auth-service,Customer Experience,Network,Low,48,Production,Extended Hours
SRV0956,vpn-service,Infrastructure,Application Support,Low,48,Development,Business Hours
SRV0957,notification-service,Data,SRE,Low,24,Production,24x7
SRV0958,notification-service,Identity,SRE,Medium,24,Production,24x7
SRV0959,customer-portal,Customer Experience,Security,Medium,24,Staging,24x7
SRV0960,notification-service,Infrastructure,SRE,Low,48,Production,Extended Hours
SRV0961,data-platform,Customer Experience,Network,High,8,Staging,Business Hours
SRV0962,inventory-service,Customer Experience,Platform,High,8,Production,24x7
SRV0963,data-platform,Data,Security,Low,4,Production,24x7
SRV0964,inventory-service,Commerce,SRE,Medium,8,Production,24x7
SRV0965,customer-portal,Customer Experience,Network,Medium,4,Staging,24x7
SRV0966,notification-service,Customer Experience,Application Support,Critical,1,Staging,Extended Hours
SRV0967,vpn-service,Payments,Network,Medium,48,Production,Extended Hours
SRV0968,data-platform,Data,DBA,Low,24,Production,Business Hours
SRV0969,order-service,Data,Application Support,Medium,24,Production,Extended Hours
SRV0970,inventory-service,Infrastructure,DBA,High,2,Production,Business Hours
SRV0971,vpn-service,Customer Experience,Security,Medium,24,Staging,24x7
SRV0972,notification-service,Identity,Application Support,Low,8,Production,Extended Hours
SRV0973,inventory-service,Customer Experience,DBA,Low,1,Production,24x7
SRV0974,customer-portal,Data,Security,High,48,Production,Extended Hours
SRV0975,vpn-service,Payments,DBA,Medium,48,Production,Extended Hours
SRV0976,vpn-service,Data,Security,High,48,Staging,24x7
SRV0977,payment-api,Payments,DBA,Medium,4,Staging,24x7
SRV0978,payment-api,Customer Experience,Network,High,2,Production,Business Hours
SRV0979,payment-api,Infrastructure,DBA,Medium,1,Development,Extended Hours
SRV0980,order-service,Customer Experience,Network,Medium,24,Production,24x7
SRV0981,auth-service,Data,Network,High,48,Development,Extended Hours
SRV0982,vpn-service,Commerce,Platform,High,1,Production,Business Hours
SRV0983,vpn-service,Commerce,Network,High,24,Production,Extended Hours
SRV0984,auth-service,Customer Experience,Network,Critical,1,Staging,Business Hours
SRV0985,data-platform,Payments,DBA,Medium,24,Production,Business Hours
SRV0986,auth-service,Customer Experience,Network,High,1,Staging,Business Hours
SRV0987,data-platform,Commerce,Network,Critical,48,Production,24x7
SRV0988,customer-portal,Data,SRE,Low,2,Production,24x7
SRV0989,payment-api,Infrastructure,Network,High,4,Development,24x7
SRV0990,order-service,Payments,Network,Low,24,Production,Extended Hours
SRV0991,data-platform,Payments,Application Support,Medium,48,Production,Business Hours
SRV0992,vpn-service,Payments,Network,Medium,4,Production,Business Hours
SRV0993,payment-api,Infrastructure,SRE,Medium,48,Production,Extended Hours
SRV0994,data-platform,Payments,Platform,High,1,Staging,Extended Hours
SRV0995,customer-portal,Data,Security,Medium,4,Production,24x7
SRV0996,order-service,Payments,SRE,Medium,48,Development,Business Hours
SRV0997,payment-api,Infrastructure,SRE,High,2,Production,Business Hours
SRV0998,vpn-service,Customer Experience,Network,Medium,8,Production,Extended Hours
SRV0999,data-platform,Commerce,Network,Medium,4,Production,Extended Hours
SRV1000,notification-service,Identity,Network,Low,4,Production,Business Hours
